Key,Reviewed By,Human Key,Year,Author,Title,Publication Title,DOI,lat_min,lat_max,lon_min,lon_max,Notes,Data Type,Type of Study,Category,Relevant,Description,Notes_sci,Notes of technical interest,Dataset Number,Type,Archive Location,Freely Available?,Archive Name,Acquisition Start Year,Acquisition End Year,Camera calib?,Flight Height [m],Height reference,GSD [m],Scale,Scanner resolution,Scanner resolution units,No. Images,Notes_data,Method,Software,Version,GCPs,Fiducial Marks,Pre-processing,Simplified Pre-processing Note,simplified geometric preprocessing,simplified radiometric preprocessing,Pre-processing Note,Workflow Note,Related paper,Residuals to CPs [m] avg,Ground control source XY,Ground control source Z,Ground control source group,Ground control accuracy [m] XY,Ground control accuracy [m] Z,Ground control accuracy [m] avg,No. GCPs,No. GCPs simplified,Residuals to GCPs [m] XY,Residuals to GCPs [m] Z,Residuals to GCPs [m] avg,No. CPs,Residuals to CPs [m] XY,Residuals to CPs [m] Z,Residuals to CPs [m] avg.1,Comparison data,Comparison data simplified,Comparison source group,Accuracy comparison data [m] XY,Accuracy comparison data [m] Z,Accuracy comparison [m] avg,Residuals to comparison [m] XY,Residuals to comparison [m] Z,Residuals to comparison [m] avg,comparison metric,Post-Processing,Notes_acc,Unnamed: 30,Unnamed: 31,Unnamed: 32,Output,Orthophoto resolution [m],DEM resolution [m],note
UKWG7DZS,Melanie,"Turek et al. 2018, Proceedings of the 4th International Conference on Geographical Information Systems Theory, Applications and Management (UKWG7DZS)",2018,Turek et al.,An Example of Multitemporal Photogrammetric Documentation and Spatial Analysis in Process Revitalisation and Urban Planning:,"Proceedings of the 4th International Conference on Geographical Information Systems Theory, Applications and Management",10.5220/0006701902230230,52.22,52.26,20.9,21.01,"Wola district (Warschau), Poland",Aerial,Application,Urban Change,yes,,,,1.0,Aerial,Poland,unclear,,1976.0,1976.0,computed,,,,1:18500,,,8,,SfM+MVS,SAPC,1,yes,yes,yes,"undistortion (fiducials?), masking (black border)","undistortion (fiducials?), masking (black border)",,"SAPC: transform scanned archival photos in same reference (inner orientation by fiducials?, same resolution, cut black frames)",triangulation in Agisoft Photoscan + georeferencing,,"Turek et al. 2018, Proceedings of the 4th International Conference on Geographical Information Systems Theory, Applications and Management (UKWG7DZS)",Orthoimages,Lidar DEM,area-based,,,,,,,,,,,,,,,,,,,,,,,,,,,,3D (point cloud/DEM),,,
UKWG7DZS,Melanie,"Turek et al. 2018, Proceedings of the 4th International Conference on Geographical Information Systems Theory, Applications and Management (UKWG7DZS)",2018,Turek et al.,An Example of Multitemporal Photogrammetric Documentation and Spatial Analysis in Process Revitalisation and Urban Planning:,"Proceedings of the 4th International Conference on Geographical Information Systems Theory, Applications and Management",10.5220/0006701902230230,52.22,52.26,20.9,21.01,"Wola district (Warschau), Poland",Aerial,Application,Urban Change,yes,,,,2.0,Aerial,Poland,unclear,,1982.0,1982.0,computed,,,,1:20000,,,10,,SfM+MVS,SAPC,1,yes,yes,yes,"undistortion (fiducials?), masking (black border)","undistortion (fiducials?), masking (black border)",,"SAPC: transform scanned archival photos in same reference (inner orientation by fiducials?, same resolution, cut black frames)",triangulation in Agisoft Photoscan + georeferencing,,"Turek et al. 2018, Proceedings of the 4th International Conference on Geographical Information Systems Theory, Applications and Management (UKWG7DZS)",Orthoimages,Lidar DEM,area-based,,,,,,,,,,,,,,,,,,,,,,,,,,,,3D (point cloud/DEM),,,
UKWG7DZS,Melanie,"Turek et al. 2018, Proceedings of the 4th International Conference on Geographical Information Systems Theory, Applications and Management (UKWG7DZS)",2018,Turek et al.,An Example of Multitemporal Photogrammetric Documentation and Spatial Analysis in Process Revitalisation and Urban Planning:,"Proceedings of the 4th International Conference on Geographical Information Systems Theory, Applications and Management",10.5220/0006701902230230,52.22,52.26,20.9,21.01,"Wola district (Warschau), Poland",Aerial,Application,Urban Change,yes,,,,3.0,Aerial,Poland,unclear,,1987.0,1987.0,computed,,,,1:20001,,,7,,SfM+MVS,SAPC,1,yes,yes,yes,"undistortion (fiducials?), masking (black border)","undistortion (fiducials?), masking (black border)",,"SAPC: transform scanned archival photos in same reference (inner orientation by fiducials?, same resolution, cut black frames)",triangulation in Agisoft Photoscan + georeferencing,,"Turek et al. 2018, Proceedings of the 4th International Conference on Geographical Information Systems Theory, Applications and Management (UKWG7DZS)",Orthoimages,Lidar DEM,area-based,,,,,,,,,,,,,,,,,,,,,,,,,,,,3D (point cloud/DEM),,,
UKWG7DZS,Melanie,"Turek et al. 2018, Proceedings of the 4th International Conference on Geographical Information Systems Theory, Applications and Management (UKWG7DZS)",2018,Turek et al.,An Example of Multitemporal Photogrammetric Documentation and Spatial Analysis in Process Revitalisation and Urban Planning:,"Proceedings of the 4th International Conference on Geographical Information Systems Theory, Applications and Management",10.5220/0006701902230230,52.22,52.26,20.9,21.01,"Wola district (Warschau), Poland",Aerial,Application,Urban Change,yes,,,,4.0,Aerial,Poland,unclear,,1990.0,1990.0,computed,,,,1:20002,,,5,,SfM+MVS,SAPC,1,yes,yes,yes,"undistortion (fiducials?), masking (black border)","undistortion (fiducials?), masking (black border)",,"SAPC: transform scanned archival photos in same reference (inner orientation by fiducials?, same resolution, cut black frames)",triangulation in Agisoft Photoscan + georeferencing,,"Turek et al. 2018, Proceedings of the 4th International Conference on Geographical Information Systems Theory, Applications and Management (UKWG7DZS)",Orthoimages,Lidar DEM,area-based,,,,,,,,,,,,,,,,,,,,,,,,,,,,3D (point cloud/DEM),,,
UUN2FYMP,Livia,"Stott et al. 2018, Proceedings of the National Academy of Sciences (UUN2FYMP)",2018,Stott et al.,Mapping an ancient city with a century of remotely sensed data,Proceedings of the National Academy of Sciences,10.1073/pnas.1721509115,32.27104,32.2911,35.882,35.90785,"Jerash, Jordan",Aerial,Application,Archeology,yes,,,,1.0,Aerial,Jordan,unclear,Royal Jordanian Geographic Centre,1953.0,1953.0,not specified,,,0.53,,,,3,Vertical  panchromatic  negatives,SfM+MVS,Agisoft Photoscan Professional,,yes,not specified,not specified,,,,,no mentioned,,"Stott et al. 2018, Proceedings of the National Academy of Sciences (UUN2FYMP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3D (point cloud/DEM),2.0,,
UZ4K7DVA,Livia,"Schiefer and Gilbert 2007, Geomorphology (UZ4K7DVA)",2007,Schiefer and Gilbert,Reconstructing morphometric change in a proglacial landscape using historical aerial photography and automated DEM generation,Geomorphology,10.1016/j.geomorph.2006.11.003,50.7207,50.7584,-123.73,-123.6915,"Lillooet Glacier, British Columbia, Canada",Aerial,Application,Glaciology,yes,glacier surface AND morphometric change in a proglacial landscape,,,1.0,Aerial,Canada,unclear,"British Columbia Ministry of Agriculture and Lands, Integrated Land Management Bureau",1947.0,1947.0,computed,25000.0,,0.3,,,,,8-bit digital images from contact diapositives using a Vexcel VX-5000 photogrammetric scanner,Photogrammetric,PCI Geomatica: Orthoengine®,9.1,yes,yes,not specified,,,,,,,"Schiefer and Gilbert 2007, Geomorphology (UZ4K7DVA)",dGPS,dGPS,point-based,0.1,0.1,0.1,9,9,,,,32,,,,,,,,,,,,,,,,,,,3D (point cloud/DEM),0.3,0.4,
UZ4K7DVA,Livia,"Schiefer and Gilbert 2007, Geomorphology (UZ4K7DVA)",2007,Schiefer and Gilbert,Reconstructing morphometric change in a proglacial landscape using historical aerial photography and automated DEM generation,Geomorphology,10.1016/j.geomorph.2006.11.003,50.7207,50.7584,-123.73,-123.6915,"Lillooet Glacier, British Columbia, Canada",Aerial,Application,Glaciology,yes,glacier surface AND morphometric change in a proglacial landscape,,,2.0,Aerial,Canada,unclear,"British Columbia Ministry of Agriculture and Lands, Integrated Land Management Bureau",1993.0,1993.0,given,15000.0,,0.3,,,,,,Photogrammetric,PCI Geomatica: Orthoengine®,9.1,yes,yes,not specified,,,,,,,"Schiefer and Gilbert 2007, Geomorphology (UZ4K7DVA)",dGPS,dGPS,point-based,0.1,0.1,0.1,9,9,,,,32,,,,,,,,,,,,,,,,,,,3D (point cloud/DEM),0.3,0.4,
UZ4K7DVA,Livia,"Schiefer and Gilbert 2007, Geomorphology (UZ4K7DVA)",2007,Schiefer and Gilbert,Reconstructing morphometric change in a proglacial landscape using historical aerial photography and automated DEM generation,Geomorphology,10.1016/j.geomorph.2006.11.003,50.7207,50.7584,-123.73,-123.6915,"Lillooet Glacier, British Columbia, Canada",Aerial,Application,Glaciology,yes,glacier surface AND morphometric change in a proglacial landscape,,,3.0,Aerial,Canada,unclear,"British Columbia Ministry of Agriculture and Lands, Integrated Land Management Bureau",1997.0,1997.0,given,40000.0,,0.3,,,,,,Photogrammetric,PCI Geomatica: Orthoengine®,9.1,yes,yes,not specified,,,,,,,"Schiefer and Gilbert 2007, Geomorphology (UZ4K7DVA)",dGPS,dGPS,point-based,0.1,0.1,0.1,9,9,,,,32,,,,,,,,,,,,,,,,,,,3D (point cloud/DEM),0.3,0.4,
UZ4K7DVA,Livia,"Schiefer and Gilbert 2007, Geomorphology (UZ4K7DVA)",2007,Schiefer and Gilbert,Reconstructing morphometric change in a proglacial landscape using historical aerial photography and automated DEM generation,Geomorphology,10.1016/j.geomorph.2006.11.003,50.7207,50.7584,-123.73,-123.6915,"Lillooet Glacier, British Columbia, Canada",Aerial,Application,Glaciology,yes,glacier surface AND morphometric change in a proglacial landscape,,,4.0,Aerial,Canada,unclear,"British Columbia Ministry of Agriculture and Lands, Integrated Land Management Bureau",1962.0,1962.0,computed,15000.0,,0.3,,,,,,Photogrammetric,PCI Geomatica: Orthoengine®,9.1,yes,yes,not specified,,,,,,,"Schiefer and Gilbert 2007, Geomorphology (UZ4K7DVA)",dGPS,dGPS,point-based,0.1,0.1,0.1,9,9,,,,32,,,,,,,,,,,,,,,,,,,3D (point cloud/DEM),0.3,0.4,
UZ4K7DVA,Livia,"Schiefer and Gilbert 2007, Geomorphology (UZ4K7DVA)",2007,Schiefer and Gilbert,Reconstructing morphometric change in a proglacial landscape using historical aerial photography and automated DEM generation,Geomorphology,10.1016/j.geomorph.2006.11.003,50.7207,50.7584,-123.73,-123.6915,"Lillooet Glacier, British Columbia, Canada",Aerial,Application,Glaciology,yes,glacier surface AND morphometric change in a proglacial landscape,,,5.0,Aerial,Canada,unclear,"British Columbia Ministry of Agriculture and Lands, Integrated Land Management Bureau",1965.0,1965.0,computed,30000.0,,0.3,,,,,,Photogrammetric,PCI Geomatica: Orthoengine®,9.1,yes,yes,not specified,,,,,,,"Schiefer and Gilbert 2007, Geomorphology (UZ4K7DVA)",dGPS,dGPS,point-based,0.1,0.1,0.1,9,9,,,,32,,,,,,,,,,,,,,,,,,,3D (point cloud/DEM),0.3,0.4,
UZ4K7DVA,Livia,"Schiefer and Gilbert 2007, Geomorphology (UZ4K7DVA)",2007,Schiefer and Gilbert,Reconstructing morphometric change in a proglacial landscape using historical aerial photography and automated DEM generation,Geomorphology,10.1016/j.geomorph.2006.11.003,50.7207,50.7584,-123.73,-123.6915,"Lillooet Glacier, British Columbia, Canada",Aerial,Application,Glaciology,yes,glacier surface AND morphometric change in a proglacial landscape,,,6.0,Aerial,Canada,unclear,"British Columbia Ministry of Agriculture and Lands, Integrated Land Management Bureau",1973.0,1973.0,given,15000.0,,0.3,,,,,,Photogrammetric,PCI Geomatica: Orthoengine®,9.1,yes,yes,not specified,,,,,,,"Schiefer and Gilbert 2007, Geomorphology (UZ4K7DVA)",dGPS,dGPS,point-based,0.1,0.1,0.1,9,9,,,,32,,,,,,,,,,,,,,,,,,,3D (point cloud/DEM),0.3,0.4,
UZ4K7DVA,Livia,"Schiefer and Gilbert 2007, Geomorphology (UZ4K7DVA)",2007,Schiefer and Gilbert,Reconstructing morphometric change in a proglacial landscape using historical aerial photography and automated DEM generation,Geomorphology,10.1016/j.geomorph.2006.11.003,50.7207,50.7584,-123.73,-123.6915,"Lillooet Glacier, British Columbia, Canada",Aerial,Application,Glaciology,yes,glacier surface AND morphometric change in a proglacial landscape,,,7.0,Aerial,Canada,unclear,"British Columbia Ministry of Agriculture and Lands, Integrated Land Management Bureau",1976.0,1976.0,given,15000.0,,0.3,,,,,,Photogrammetric,PCI Geomatica: Orthoengine®,9.1,yes,yes,not specified,,,,,,,"Schiefer and Gilbert 2007, Geomorphology (UZ4K7DVA)",dGPS,dGPS,point-based,0.1,0.1,0.1,9,9,,,,32,,,,,,,,,,,,,,,,,,,3D (point cloud/DEM),0.3,0.4,
UZ4K7DVA,Livia,"Schiefer and Gilbert 2007, Geomorphology (UZ4K7DVA)",2007,Schiefer and Gilbert,Reconstructing morphometric change in a proglacial landscape using historical aerial photography and automated DEM generation,Geomorphology,10.1016/j.geomorph.2006.11.003,50.7207,50.7584,-123.73,-123.6915,"Lillooet Glacier, British Columbia, Canada",Aerial,Application,Glaciology,yes,glacier surface AND morphometric change in a proglacial landscape,,,8.0,Aerial,Canada,unclear,"British Columbia Ministry of Agriculture and Lands, Integrated Land Management Bureau",1979.0,1979.0,given,20000.0,,0.3,,,,,Scanning resolutions ranged from 30 μm to 7 μm depending on the scale in order to obtain a nominal ground pixel size of 0.3 m,Photogrammetric,PCI Geomatica: Orthoengine®,9.1,yes,yes,not specified,,,,,,,"Schiefer and Gilbert 2007, Geomorphology (UZ4K7DVA)",dGPS,dGPS,point-based,0.1,0.1,0.1,9,9,,,,32,,,,,,,,,,,,,,,,,,,3D (point cloud/DEM),0.3,0.4,
UZ4K7DVA,Livia,"Schiefer and Gilbert 2007, Geomorphology (UZ4K7DVA)",2007,Schiefer and Gilbert,Reconstructing morphometric change in a proglacial landscape using historical aerial photography and automated DEM generation,Geomorphology,10.1016/j.geomorph.2006.11.003,50.7207,50.7584,-123.73,-123.6915,"Lillooet Glacier, British Columbia, Canada",Aerial,Application,Glaciology,yes,glacier surface AND morphometric change in a proglacial landscape,,,9.0,Aerial,Canada,unclear,"British Columbia Ministry of Agriculture and Lands, Integrated Land Management Bureau",1981.0,1981.0,given,20000.0,,0.3,,,,,,Photogrammetric,PCI Geomatica: Orthoengine®,9.1,yes,yes,not specified,,,,,,,"Schiefer and Gilbert 2007, Geomorphology (UZ4K7DVA)",dGPS,dGPS,point-based,0.1,0.1,0.1,9,9,,,,32,,,,,,,,,,,,,,,,,,,3D (point cloud/DEM),0.3,0.4,
UZ4K7DVA,Livia,"Schiefer and Gilbert 2007, Geomorphology (UZ4K7DVA)",2007,Schiefer and Gilbert,Reconstructing morphometric change in a proglacial landscape using historical aerial photography and automated DEM generation,Geomorphology,10.1016/j.geomorph.2006.11.003,50.7207,50.7584,-123.73,-123.6915,"Lillooet Glacier, British Columbia, Canada",Aerial,Application,Glaciology,yes,glacier surface AND morphometric change in a proglacial landscape,,,10.0,Aerial,Canada,unclear,"British Columbia Ministry of Agriculture and Lands, Integrated Land Management Bureau",1986.0,1986.0,given,15000.0,,0.3,,,,,,Photogrammetric,PCI Geomatica: Orthoengine®,9.1,yes,yes,not specified,,,,,,,"Schiefer and Gilbert 2007, Geomorphology (UZ4K7DVA)",dGPS,dGPS,point-based,0.1,0.1,0.1,9,9,,,,32,,,,,,,,,,,,,,,,,,,3D (point cloud/DEM),0.3,0.4,
UZ4K7DVA,Livia,"Schiefer and Gilbert 2007, Geomorphology (UZ4K7DVA)",2007,Schiefer and Gilbert,Reconstructing morphometric change in a proglacial landscape using historical aerial photography and automated DEM generation,Geomorphology,10.1016/j.geomorph.2006.11.003,50.7207,50.7584,-123.73,-123.6915,"Lillooet Glacier, British Columbia, Canada",Aerial,Application,Glaciology,yes,glacier surface AND morphometric change in a proglacial landscape,,,11.0,Aerial,Canada,unclear,"British Columbia Ministry of Agriculture and Lands, Integrated Land Management Bureau",1990.0,1990.0,given,15000.0,,0.3,,,,,,Photogrammetric,PCI Geomatica: Orthoengine®,9.1,yes,yes,not specified,,,,,,,"Schiefer and Gilbert 2007, Geomorphology (UZ4K7DVA)",dGPS,dGPS,point-based,0.1,0.1,0.1,9,9,,,,32,,,,,,,,,,,,,,,,,,,3D (point cloud/DEM),0.3,0.4,
V4NWFEK9,,"Thomson et al. 2017, Journal of Glaciology (V4NWFEK9)",2017,Thomson et al.,"Comparison of geodetic and glaciological mass budgets for White Glacier, Axel Heiberg Island, Canada",Journal of Glaciology,10.1017/jog.2016.112,,,,,,Aerial,Application,Glaciology,no,digitized historic topographic map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V4UW2P8U,Bob,"Rocchini et al. 2012, Computers & Geosciences (V4UW2P8U)",2012,Rocchini et al.,Robust rectification of aerial photographs in an open source environment,Computers & Geosciences,10.1016/j.cageo.2011.06.002,45.713851,45.73,10.8166,10.862,"Approximated from text. Monte Baldo, Italy. methodological paper, not clear info of the study area",Aerial,Processing,Methodology,yes,rectification of aerial photographs,,,1.0,Aerial,Italy,no,,1954.0,1954.0,not specified,9000.0,absolute,,1:33000,,,1,only one image used as an example,Photogrammetric,GRASS GIS (i.ortho.photo),,yes,yes,no,,,,,,,"Rocchini et al. 2012, Computers & Geosciences (V4UW2P8U)",Orthoimages,,,,,,,,9.1,9.1,9.1,,,,,,,,,,,,,,RMSE,,,,,,2D (orthophoto),,,resolution not specified
V5H2LDCV,Luc,"Girod et al. 2018, Geoscientific Instrumentation, Methods and Data Systems (V5H2LDCV)",2018,Girod et al.,Precise DEM extraction from Svalbard using 1936 high oblique imagery,"Geoscientific Instrumentation, Methods and Data Systems",10.5194/gi-7-277-2018,78.1,78.9,10.3,12.3,"Prins Karls Forland, Svalbard",Aerial,Both,Glaciology,yes,DEM extraction from Svalbard. Oblique images. DoD with modern DEM for glacier change.,,,1.0,Aerial,Norway,unclear,NPI (Norwegian Polar Institute),1936.0,1938.0,partial,3000.0,,5.0,,13.5,μm,5478,Focal length and estimated fiducial position; Obliques -> GSD varies,SfM+MVS,MicMac,,yes,yes,yes,"fiducial detection, resampling",resampling (fiducials),,Identification of fiducials and resampling of images for a normalized image set,"Workflow: Img orient, per triplet Stereo Matching, manual point cloud editing, rasterization ",,"Girod et al. 2018, Geoscientific Instrumentation, Methods and Data Systems (V5H2LDCV)",,,,,,,,,,,,,,,,"DEM (1990, 2008)",DEM,area-based,2,2,2.0,2.0-5.4,2.0-5.4,3.7,,DEM mosaicing,,,,,3D (point cloud/DEM),5.0,5.0,
V622PVTS,,"Sudharsan 2018, Technology and the Intelligence Community (V622PVTS)",2018,Sudharsan,"Organizational Process, Leadership, and Technology for Intelligence Gathering: Development of Photo-Reconnaissance Satellites in the United States",Technology and the Intelligence Community,10.1007/978-3-319-75232-7_4,,,,,,Satellite,Application,History of Science,no,role of leadership in development of covert programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAQ8LBE8,Amaury,"Casana 2020, Journal of Field Archaeology (VAQ8LBE8)",2020,Casana,"Global-Scale Archaeological Prospection using CORONA Satellite Imagery: Automated, Crowd-Sourced, and Expert-led Approaches",Journal of Field Archaeology,10.1080/00934690.2020.1713285,,,,,,Satellite,Application,Archeology,no,online orthorectification tool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAS8PQGQ,Livia,"Seccaroni et al. 2018, Proceedings (VAS8PQGQ)",2018,Seccaroni et al.,High Resolution Historical Topography: Getting More from Archival Aerial Photographs,Proceedings,10.3390/ecrs-2-05160,42.89649,42.96163,13.0245,13.11792,"Northern Apennines, Central Italy",Aerial,Processing,Methodology,yes,quantitative evaluation of the digital surface models obtained for different scanning settings,,,1.0,Aerial,Italy,no,IGM (Italian Military Geographic Institute),1954.0,1954.0,given,33000.0,,0.32,,2400.0,dpi,,"23x23 cm aerial photographs (printings of original negative films), calibrated focal length of 153.78 mm, using a FAIRCHILD camera (Fairchild Camera and Instrument Company,DE, Unated States). overlap of 60% and a sidelap of 40%",SfM+MVS,MicMac,,yes,yes,yes,"cropping (by mask), keep fiducials, meta data preparation (focal length)","cropping (mask), keep fiducials, meta data preparation (ck)",,"cropped using a rectangle mask, keepijgn fiducial marks, exif edited (MicMac) to provide information on focal length",1) tie points definition and 2) tie points filtering; 3) bundle block adjustment; 4) GCPs and gereferencing; 5) dense matching,,"Seccaroni et al. 2018, Proceedings (VAS8PQGQ)",RTK GNSS,RTK GNSS,point-based,,,,7,7,2.07,2.07,2.07,,,,,,,,,,,,,,,,,,,,3D (point cloud/DEM),,0.35,test with different scanner resolution and bit depth. result are reported fro 2400 dpi and 8 bit
VPA8IRXJ,Livia,"Capolupo et al. 2018, International Journal of Applied Earth Observation and Geoinformation (VPA8IRXJ)",2018,Capolupo et al.,A novel approach for detecting agricultural terraced landscapes from historical and contemporaneous photogrammetric aerial photos,International Journal of Applied Earth Observation and Geoinformation,10.1016/j.jag.2018.08.008,14.29,14.44,40.38,40.4,"Amalfi Coast, Italy",Aerial,Application,Archeology,yes,seems like archeology - looking for terraced landscapes?,,,1.0,Aerial,Italy,no,IGM (Italian Military Geographic Institute),1956.0,1956.0,partial,3900.0,,0.26,,2500.0,dpi,3,photogrammetric scanner; format is 230 × 230 mm; aerial picture overlap 70% and 40%,SfM+MVS,Agisoft Photoscan Professional,,yes,no,no,,,,,Agisoft,,"Capolupo et al. 2018, International Journal of Applied Earth Observation and Geoinformation (VPA8IRXJ)",,,,,,,50,50,,,,25,,,,"GCPs, CPs","GCPs, CPs",point-based,0.05,0.05,0.05,,,,,,comparison to GCPs / CPs (dGPS),,,,3D (point cloud/DEM),0.24,0.48,
VZJYESES,Bob,"Chen and Tseng 2016, ISPRS - International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences (VZJYESES)",2016,Chen and Tseng,Study of automatic image rectification and registration of scanned historical aerial photographs,"ISPRS - International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences",10.5194/isprs-archives-XLI-B8-1229-2016,,,,,,Aerial,Processing,Methodology,no,"used for georeferencing/rectifying images, but not stereo processing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VZSHSDVT,Bob,"Bolch et al. 2008, Journal of Glaciology (VZSHSDVT)",2008,Bolch et al.,"Planimetric and volumetric glacier changes in the Khumbu Himal, Nepal, since 1962 using Corona, Landsat TM and ASTER data",Journal of Glaciology,10.3189/002214308786570782,27.5,28.5,86.75,87.25,"Khumbu Himal, Nepal",Satellite,Application,Glaciology,yes,area and volume changes from Corona images (and other sources),,,1.0,Satellite,USA,yes,USGS (United States Geological Survey),1962.0,1962.0,partial,,,,,,,3,scanning resolution not specified; presumably 7 µm from USGS,Photogrammetric,"Remote Sensing Software Package Graz (RSG), Erdas IMAGINE","NA, NA",yes,no,no,,,,,,,"Bolch et al. 2008, Journal of Glaciology (VZSHSDVT)","TopoMaps, SatImg (Landsat ETM+)",TopoMaps,area-based,,,,100+,100,<20.0,56.5,32.17,,,,,,,,,,,,,,RMSE,,,,,,3D (point cloud/DEM),8.0,20.0,
W2E5DTWL,,"Fowler 2013, Archaeology from Historical Aerial and Satellite Archives (W2E5DTWL)",2013,Fowler,Declassified Intelligence Satellite Photographs,Archaeology from Historical Aerial and Satellite Archives,10.1007/978-1-4614-4505-0_4,,,,,,Satellite,Application,Archeology,no,description of applications of declassified satellite images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W2NNY7M5,,"Monnier and Kinnard 2017, Earth Surface Dynamics (W2NNY7M5)",2017,Monnier and Kinnard,Pluri-decadal (1955–2014) evolution of glacier–rock glacier transitional landforms in the central Andes of Chile (30–33° S),Earth Surface Dynamics,10.5194/esurf-5-493-2017,,,,,,Aerial,Application,Glaciology,no,rock glacier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W3TNBGSG,,"Wilson et al. 2018, Global and Planetary Change (W3TNBGSG)",2018,Wilson et al.,Glacial lakes of the Central and Patagonian Andes,Global and Planetary Change,10.1016/j.gloplacha.2018.01.004,,,,,,Satellite,Application,Glaciology,no,landsat only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAILZJQ7,,"Pressel 2013, Optics and Photonics News (WAILZJQ7)",2013,Pressel,Spy in the Sky: The KH-9 Hexagon,Optics and Photonics News,10.1364/OPN.24.10.000028,,,,,,Satellite,Application,History of Science,no,history and design of KH-9 satellite from someone who helped designed it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCZUHQVX,Amaury,"Schmidt et al. 2001, IGARSS 2001. Scanning the Present and Resolving the Future. Proceedings. IEEE 2001 International Geoscience and Remote Sensing Symposium (WCZUHQVX)",2001,Schmidt et al.,The use of CORONA satellite images for generating a high resolution digital elevation model,IGARSS 2001. Scanning the Present and Resolving the Future. Proceedings. IEEE 2001 International Geoscience and Remote Sensing Symposium,10.1109/IGARSS.2001.978277,28.0,31.0,-9.0,-3.0,Morocco. Appoximated from Corona flight line that day.,Satellite,Processing,Methodology,yes,DEM extraction from corona images,,,1.0,Satellite,USA,yes,USGS (United States Geological Survey),1972.0,1972.0,partial,150000.0,absolute,1.8,1:247500,2400.0,dpi,2,,Photogrammetric,VirtuoZo,3.1,yes,no,no,,,,,Standard photogrammetric workflow with GCPs,,"Schmidt et al. 2001, IGARSS 2001. Scanning the Present and Resolving the Future. Proceedings. IEEE 2001 International Geoscience and Remote Sensing Symposium (WCZUHQVX)",dGPS,dGPS,point-based,0.05,0.05,0.05,8,8,6.37,6.37,6.37,79,,,,GCPs (dGPS),GCPs,point-based,0.05,0.05,0.05,10.33,10.33,10.33,"STD, RMSE",,,,,,3D (point cloud/DEM),,,output resolution unmentionned
WIYIX4ZU,Camillo,"Chandler and Clark 1992, The Photogrammetric Record (WIYIX4ZU)",1992,Chandler and Clark,The Archival Photogrammetric Technique: Further Application and Development,The Photogrammetric Record,10.1111/j.1477-9730.1992.tb00249.x,0.0,0.0,0.0,0.0,,Aerial,Processing,Methodology,no,a short review of the basic steps of photogrammetric processing,"not interesting since analytical/manual processing; Still some quotes are good: self-calibration, benefit of archives, problems of archive images. Approach: BBA+selfCalib",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
